"Longitude"	"Latitude"	"Date"	"Nkill"
"385"	45.0304869937138	12.8171597184575	"2013-08-03"	0
"386"	45.0251969819828	12.8065203066365	"2013-08-11"	2
"387"	45.0420528631853	12.7946182766469	"2013-08-21"	2
"388"	44.930384255795	12.8443127345341	"2013-09-09"	0
"389"	45.040133723481	12.8038740772475	"2013-09-15"	0
"390"	45.0413020408609	12.8174506651464	"2013-09-18"	1
"391"	44.9771456908359	12.7971673197917	"2013-10-03"	1
"392"	45.0392472237772	12.809158475375	"2013-10-30"	0
"393"	45.0376491524453	12.8055093577708	"2013-11-01"	0
"394"	45.0317206015519	12.8108186500537	"2013-11-03"	0
"395"	45.0088644358652	12.7863992534286	"2013-12-21"	0
"396"	45.0270880630104	12.8022683808713	"2013-12-31"	1
"397"	45.0399487303052	12.790549645815	"2013-12-31"	0
"398"	45.0432477010827	12.7959503204655	"2013-12-31"	0
"399"	71.5666334111211	33.7888818988395	"2013-03-05"	0
"400"	71.5753795241444	33.7801646921048	"2013-03-10"	1
"401"	71.585841789222	33.7936259290761	"2013-04-19"	0
"402"	71.5707835828207	33.7959813258341	"2013-06-14"	0
"403"	44.5181578373885	34.2343999301712	"2005-08-23"	0
"404"	44.5152038741125	34.2361170024016	"2006-10-28"	0
"405"	44.500629449964	34.2334676392585	"2008-03-01"	0
"406"	44.5174567566545	34.2356827332696	"2008-06-29"	3
"407"	44.5135343407257	34.230085584179	"2008-10-09"	4
"408"	44.5107544310637	34.2356264788203	"2010-04-11"	3
"409"	44.5044873214153	34.2314920417044	"2010-06-23"	4
"410"	44.5067834405065	34.2300443476042	"2011-11-15"	1
"411"	44.5069324932829	34.2496464349678	"2011-12-21"	0
"412"	44.5189775732964	34.2429138172661	"2012-05-21"	0
"413"	44.5089255741764	34.2436868360882	"2012-05-21"	0
"414"	44.5165146343236	34.2481903302261	"2012-09-27"	1
"415"	44.5188500268304	34.2476816514983	"2012-09-30"	1
"416"	44.505031347588	34.2379727136448	"2013-10-26"	0
"417"	44.5032209206013	34.2360873655799	"2013-10-30"	0
"418"	44.504723073711	34.2331247864116	"2013-10-30"	0
"419"	44.5180158792149	34.244134891671	"2013-11-05"	2
"420"	72.2785935871999	34.2291206581103	"2007-11-13"	0
"421"	31.7842460878152	3.38539053421058	"2005-03-09"	7
"422"	30.3178013636108	59.9368315682575	"2006-04-07"	1
"423"	-0.292101374605596	27.8630600171621	"2009-02-02"	0
"424"	1.75034319713246	19.1238673466964	"2008-03-20"	3
"425"	1.74528543162625	19.1153290956654	"2009-01-07"	0
"426"	62.2733931755491	33.6451439330205	"2010-08-25"	5
"427"	62.2659781016579	33.6372355777901	"2010-09-15"	0
"428"	62.2717893365195	33.6430018617762	"2011-05-10"	0
"429"	62.2661659610567	33.6452332957134	"2012-09-19"	2
"430"	62.2654240727315	33.6400840623342	"2007-03-29"	1
"431"	22.1902088781958	13.4629844198942	"2009-11-10"	0
"432"	79.1276163908299	12.8380046450274	"2013-09-27"	0
"433"	45.2157015615067	2.08563620894484	"2012-05-29"	1
"434"	45.2446154192053	32.0682460431213	"2007-10-03"	1
"435"	5.30350648552824	7.71927945372954	"2013-06-11"	0
"436"	-16.3631364898123	12.6563881340631	"2012-01-02"	1
"437"	65.7858432322101	36.5326196760576	"2013-03-28"	1
"438"	45.118200185621	2.13900916171484	"2007-03-20"	0
"439"	45.1069008647146	2.15088290138859	"2011-07-22"	1
"440"	45.1159758826679	2.14596602147669	"2011-07-23"	2
"441"	45.1198747460002	2.14558924116134	"2012-01-17"	0
"442"	45.1095324807179	2.13293757229255	"2012-03-16"	0.67
"443"	45.1132349058816	2.13719605380143	"2012-06-16"	3
"444"	45.126294607261	2.13899368657205	"2012-09-19"	0
"445"	45.1243469709128	2.13805743728704	"2012-10-06"	1
"446"	45.1122161431162	2.13620414459086	"2012-10-16"	0
"447"	45.1209060329821	2.13935543665602	"2013-01-08"	1
